"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"772","Western Ky.","11/24/12","29","YOUNG","KIANTE","7","4","1","0","3","","","","1","","",""
"772","Western Ky.","12/26/12","29","YOUNG","KIANTE","3","4","","","","","","","1","","",""
"774","Western Mich.","09/01/12","31","ALBA","LEO","1","0","","","","","","","","","",""
"774","Western Mich.","09/08/12","31","ALBA","LEO","2","1","","","","","","","","","",""
"774","Western Mich.","09/22/12","31","ALBA","LEO","1","1","","","","","","","","","",""
"774","Western Mich.","09/29/12","31","ALBA","LEO","0","1","","","","","","","1","","",""
"774","Western Mich.","10/06/12","31","ALBA","LEO","0","1","","","","","","","","","",""
"774","Western Mich.","10/20/12","31","ALBA","LEO","0","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","31","ALBA","LEO","0","1","","","","","","","","","",""
"774","Western Mich.","11/03/12","31","ALBA","LEO","","","","","","","","","1","","",""
"774","Western Mich.","11/10/12","31","ALBA","LEO","1","0","","","","","","","","","",""
"774","Western Mich.","10/06/12","30","ATES","DEMETRIS","1","0","","","","","","","","","",""
"774","Western Mich.","10/20/12","30","ATES","DEMETRIS","0","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","30","ATES","DEMETRIS","1","1","","","","","","","","","",""
"774","Western Mich.","11/17/12","30","ATES","DEMETRIS","0","2","","","","","","","","","",""
"774","Western Mich.","09/01/12","18","ATKINS","RONTAVIOUS","0","2","0","1","2","","","","","","",""
"774","Western Mich.","09/08/12","18","ATKINS","RONTAVIOUS","0","2","","","","","","","","","",""
"774","Western Mich.","09/15/12","18","ATKINS","RONTAVIOUS","6","2","1","0","1","","","","1","","",""
"774","Western Mich.","09/22/12","18","ATKINS","RONTAVIOUS","1","2","","","","","","","","","",""
"774","Western Mich.","10/13/12","18","ATKINS","RONTAVIOUS","1","6","","","","","","","1","","",""
"774","Western Mich.","10/20/12","18","ATKINS","RONTAVIOUS","2","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","18","ATKINS","RONTAVIOUS","3","3","","","","","","","","","",""
"774","Western Mich.","11/03/12","18","ATKINS","RONTAVIOUS","2","3","","","","","","","","1","",""
"774","Western Mich.","11/10/12","18","ATKINS","RONTAVIOUS","2","2","","","","","","","1","","",""
"774","Western Mich.","11/17/12","18","ATKINS","RONTAVIOUS","2","2","","","","","","","","","",""
"774","Western Mich.","09/01/12","97","BISHOP","FREDDIE","0","1","","","","","","","","","1",""
"774","Western Mich.","09/08/12","97","BISHOP","FREDDIE","3","4","0","3","3","","","","","","",""
"774","Western Mich.","09/15/12","97","BISHOP","FREDDIE","1","5","0","1","1","","","","","","",""
"774","Western Mich.","09/22/12","97","BISHOP","FREDDIE","3","1","","","","","","","","","1",""
"774","Western Mich.","09/29/12","97","BISHOP","FREDDIE","2","3","","","","","","","","","",""
"774","Western Mich.","10/06/12","97","BISHOP","FREDDIE","3","5","1","2","14","1","1","12","1","","1",""
"774","Western Mich.","10/13/12","97","BISHOP","FREDDIE","5","5","1","1","9","1","1","9","","1","",""
"774","Western Mich.","10/20/12","97","BISHOP","FREDDIE","0","3","0","1","2","","","","","","",""
"774","Western Mich.","10/27/12","97","BISHOP","FREDDIE","4","2","1","0","4","","","","","","",""
"774","Western Mich.","11/03/12","97","BISHOP","FREDDIE","0","2","0","1","0","","","","1","","1","1"
"774","Western Mich.","11/10/12","97","BISHOP","FREDDIE","5","2","4","0","16","1","0","10","","1","1",""
"774","Western Mich.","11/17/12","97","BISHOP","FREDDIE","1","3","","","","","","","","","",""
"774","Western Mich.","09/01/12","55","BOLES","TRAVONTE","2","3","0","1","1","","","","","","",""
"774","Western Mich.","09/08/12","55","BOLES","TRAVONTE","1","0","","","","","","","","","",""
"774","Western Mich.","09/15/12","55","BOLES","TRAVONTE","4","4","1","2","8","","","","","","",""
"774","Western Mich.","09/22/12","55","BOLES","TRAVONTE","2","4","2","1","4","1","0","1","","","",""
"774","Western Mich.","09/29/12","55","BOLES","TRAVONTE","0","2","","","","","","","","","",""
"774","Western Mich.","10/06/12","55","BOLES","TRAVONTE","2","3","2","2","13","1","1","5","","","",""
"774","Western Mich.","10/13/12","55","BOLES","TRAVONTE","2","7","","","","","","","","","",""
"774","Western Mich.","10/20/12","55","BOLES","TRAVONTE","1","2","","","","","","","","","",""
"774","Western Mich.","10/27/12","55","BOLES","TRAVONTE","3","3","","","","","","","","","",""
"774","Western Mich.","11/03/12","55","BOLES","TRAVONTE","0","3","","","","","","","","","",""
"774","Western Mich.","11/10/12","55","BOLES","TRAVONTE","2","2","1","0","10","1","0","10","","","",""
"774","Western Mich.","11/17/12","55","BOLES","TRAVONTE","2","4","0","1","0","","","","","","",""
"774","Western Mich.","09/29/12","53","BORST","SAM","0","1","","","","","","","","","",""
"774","Western Mich.","09/01/12","51","BOZEMAN","DESMOND","1","4","","","","","","","","","",""
"774","Western Mich.","09/08/12","51","BOZEMAN","DESMOND","1","4","0","1","1","","","","1","","",""
"774","Western Mich.","09/15/12","51","BOZEMAN","DESMOND","1","6","0","1","4","0","1","4","","","",""
"774","Western Mich.","09/22/12","51","BOZEMAN","DESMOND","6","6","2","0","6","2","0","6","","1","",""
"774","Western Mich.","09/29/12","51","BOZEMAN","DESMOND","3","8","1","1","10","1","1","10","","","1","1"
"774","Western Mich.","10/06/12","51","BOZEMAN","DESMOND","0","2","","","","","","","1","","",""
"774","Western Mich.","10/13/12","51","BOZEMAN","DESMOND","1","7","","","","","","","1","","",""
"774","Western Mich.","10/20/12","51","BOZEMAN","DESMOND","1","3","","","","","","","","","",""
"774","Western Mich.","10/27/12","51","BOZEMAN","DESMOND","1","7","","","","","","","","","",""
"774","Western Mich.","11/03/12","51","BOZEMAN","DESMOND","6","7","1","0","1","","","","","","",""
"774","Western Mich.","11/10/12","51","BOZEMAN","DESMOND","6","9","","","","","","","","","",""
"774","Western Mich.","09/08/12","42","BRANT","DEVON","1","1","1","0","3","","","","","","",""
"774","Western Mich.","10/06/12","42","BRANT","DEVON","8","3","","","","","","","","","",""
"774","Western Mich.","11/03/12","42","BRANT","DEVON","1","3","0","1","1","","","","","","",""
"774","Western Mich.","11/17/12","42","BRANT","DEVON","6","9","1","0","4","","","","2","","",""
"774","Western Mich.","10/06/12","17","BUTLER","MICHAEL","1","0","","","","","","","","","",""
"774","Western Mich.","10/13/12","17","BUTLER","MICHAEL","1","0","","","","","","","","","",""
"774","Western Mich.","11/10/12","14","CARDER","ALEX","1","0","","","","","","","","","",""
"774","Western Mich.","09/01/12","34","CELISCAR","DONALD","6","1","","","","","","","1","","",""
"774","Western Mich.","09/08/12","34","CELISCAR","DONALD","2","4","0","1","1","","","","5","","",""
"774","Western Mich.","09/15/12","34","CELISCAR","DONALD","5","1","","","","","","","","","",""
"774","Western Mich.","09/22/12","34","CELISCAR","DONALD","5","3","","","","","","","2","","",""
"774","Western Mich.","09/29/12","34","CELISCAR","DONALD","11","1","","","","","","","1","1","",""
"774","Western Mich.","10/06/12","34","CELISCAR","DONALD","1","1","","","","","","","","","",""
"774","Western Mich.","10/13/12","34","CELISCAR","DONALD","4","3","","","","","","","2","","",""
"774","Western Mich.","10/20/12","34","CELISCAR","DONALD","4","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","34","CELISCAR","DONALD","3","1","","","","","","","1","","",""
"774","Western Mich.","11/03/12","34","CELISCAR","DONALD","5","2","1","0","1","","","","1","","",""
"774","Western Mich.","11/10/12","34","CELISCAR","DONALD","3","3","","","","","","","1","","",""
"774","Western Mich.","11/17/12","34","CELISCAR","DONALD","3","6","1","1","4","","","","","","",""
"774","Western Mich.","09/08/12","15","COLLINS","JUSTIN","1","0","","","","","","","","","",""
"774","Western Mich.","11/10/12","15","COLLINS","JUSTIN","1","0","","","","","","","","","",""
"774","Western Mich.","09/01/12","33","CURRIE","JUSTIN","2","5","1","0","1","","","","1","","",""
"774","Western Mich.","09/08/12","33","CURRIE","JUSTIN","3","5","","","","","","","","","",""
"774","Western Mich.","09/15/12","33","CURRIE","JUSTIN","3","6","","","","","","","","","",""
"774","Western Mich.","09/22/12","33","CURRIE","JUSTIN","3","3","","","","","","","","","",""
"774","Western Mich.","09/29/12","33","CURRIE","JUSTIN","6","9","","","","","","","","","",""
"774","Western Mich.","10/06/12","33","CURRIE","JUSTIN","2","3","","","","","","","","","",""
"774","Western Mich.","10/13/12","33","CURRIE","JUSTIN","2","4","","","","","","","1","","",""
"774","Western Mich.","10/20/12","33","CURRIE","JUSTIN","2","3","","","","","","","","1","",""
"774","Western Mich.","10/27/12","33","CURRIE","JUSTIN","5","9","","","","","","","","","",""
"774","Western Mich.","11/03/12","33","CURRIE","JUSTIN","6","3","","","","","","","1","","",""
"774","Western Mich.","11/10/12","33","CURRIE","JUSTIN","3","3","","","","","","","","","",""
"774","Western Mich.","11/17/12","33","CURRIE","JUSTIN","3","5","0","1","1","","","","","","",""
"774","Western Mich.","09/29/12","67","DAVISSON","TERRY","1","0","","","","","","","","","",""
"774","Western Mich.","10/06/12","48","DIAZ","MANNY","","","","","","","","","","","1",""
"774","Western Mich.","09/01/12","1","DUNCAN","DARRIN","1","0","","","","","","","","","",""
"774","Western Mich.","09/01/12","8","EASMON","TERRY","2","9","1","1","11","","","","","","",""
"774","Western Mich.","09/08/12","8","EASMON","TERRY","1","3","0","1","1","","","","1","","",""
"774","Western Mich.","09/15/12","8","EASMON","TERRY","1","0","","","","","","","","","",""
"774","Western Mich.","09/22/12","8","EASMON","TERRY","2","5","1","0","8","1","0","8","","","",""
"774","Western Mich.","09/29/12","8","EASMON","TERRY","1","6","0","1","1","0","1","1","","","",""
"774","Western Mich.","10/06/12","8","EASMON","TERRY","1","3","","","","","","","","","",""
"774","Western Mich.","10/13/12","8","EASMON","TERRY","4","11","0","1","4","0","1","4","","","",""
"774","Western Mich.","10/20/12","8","EASMON","TERRY","3","4","0","1","1","","","","","","",""
"774","Western Mich.","10/27/12","8","EASMON","TERRY","0","3","","","","","","","","","",""
"774","Western Mich.","11/03/12","8","EASMON","TERRY","1","3","","","","","","","","","",""
"774","Western Mich.","11/10/12","8","EASMON","TERRY","5","4","2","1","11","1","0","7","","","",""
"774","Western Mich.","11/17/12","8","EASMON","TERRY","3","8","","","","","","","","","",""
"774","Western Mich.","09/01/12","20","FIELDS","BRIAN","0","1","","","","","","","","","",""
"774","Western Mich.","09/22/12","20","FIELDS","BRIAN","2","0","","","","","","","","","",""
"774","Western Mich.","10/20/12","20","FIELDS","BRIAN","1","0","","","","","","","","","",""
"774","Western Mich.","10/27/12","20","FIELDS","BRIAN","0","1","","","","","","","","","",""
"774","Western Mich.","11/03/12","20","FIELDS","BRIAN","0","2","","","","","","","","","",""
"774","Western Mich.","11/17/12","20","FIELDS","BRIAN","0","2","","","","","","","","","",""
"774","Western Mich.","10/27/12","62","GALEHER","KEVIN","0","1","","","","","","","","","",""
"774","Western Mich.","09/15/12","57","HALDEMAN","ANDREW","0","1","","","","","","","","","",""
"774","Western Mich.","09/22/12","57","HALDEMAN","ANDREW","0","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","57","HALDEMAN","ANDREW","1","1","","","","","","","","","",""
"774","Western Mich.","11/10/12","57","HALDEMAN","ANDREW","0","1","","","","","","","","","",""
"774","Western Mich.","09/08/12","96","HARDEN","JONATHAN","0","1","","","","","","","","","",""
"774","Western Mich.","09/15/12","96","HARDEN","JONATHAN","3","2","1","0","2","","","","","","",""
"774","Western Mich.","09/22/12","96","HARDEN","JONATHAN","0","2","","","","","","","","","",""
"774","Western Mich.","09/29/12","96","HARDEN","JONATHAN","1","0","","","","","","","","","",""
"774","Western Mich.","10/13/12","96","HARDEN","JONATHAN","0","2","","","","","","","","","",""
"774","Western Mich.","10/20/12","96","HARDEN","JONATHAN","1","2","0","2","2","","","","","","",""
"774","Western Mich.","10/27/12","96","HARDEN","JONATHAN","0","2","","","","","","","","","",""
"774","Western Mich.","11/03/12","96","HARDEN","JONATHAN","1","1","","","","","","","","","",""
"774","Western Mich.","11/10/12","96","HARDEN","JONATHAN","0","1","0","1","1","","","","","","",""
"774","Western Mich.","09/01/12","99","HAZEL","PAUL","0","3","0","1","1","","","","1","","1",""
"774","Western Mich.","09/08/12","99","HAZEL","PAUL","3","3","2","1","8","2","0","7","","","",""
"774","Western Mich.","09/15/12","99","HAZEL","PAUL","1","2","","","","","","","","1","",""
"774","Western Mich.","09/22/12","99","HAZEL","PAUL","3","1","2","0","16","1","0","9","","1","",""
"774","Western Mich.","10/06/12","99","HAZEL","PAUL","0","1","","","","","","","","","",""
"774","Western Mich.","10/13/12","99","HAZEL","PAUL","2","0","1","0","8","1","0","8","","1","1",""
"774","Western Mich.","11/03/12","99","HAZEL","PAUL","","","","","","","","","1","","",""
"774","Western Mich.","11/10/12","99","HAZEL","PAUL","1","0","","","","","","","","","",""
"774","Western Mich.","09/22/12","26","HENRY","JON","1","0","","","","","","","","","",""
"774","Western Mich.","09/01/12","27","ISHMAEL","TREVOR","2","4","1","1","5","","","","1","","",""
"774","Western Mich.","09/08/12","27","ISHMAEL","TREVOR","1","4","1","2","2","","","","","","",""
"774","Western Mich.","09/22/12","27","ISHMAEL","TREVOR","3","1","","","","","","","","","",""
"774","Western Mich.","09/29/12","27","ISHMAEL","TREVOR","2","0","","","","","","","","1","",""
"774","Western Mich.","10/13/12","79","KRISTOF","JAMES","0","1","","","","","","","","","",""
"774","Western Mich.","09/01/12","40","LARK","KYLE","0","1","","","","","","","","","",""
"774","Western Mich.","09/08/12","40","LARK","KYLE","1","2","","","","","","","","","",""
"774","Western Mich.","09/15/12","40","LARK","KYLE","1","0","","","","","","","","","",""
"774","Western Mich.","09/22/12","40","LARK","KYLE","0","1","","","","","","","","","",""
"774","Western Mich.","10/06/12","40","LARK","KYLE","6","0","","","","","","","","","",""
"774","Western Mich.","10/13/12","40","LARK","KYLE","4","5","1","1","13","1","0","10","1","","",""
"774","Western Mich.","10/20/12","40","LARK","KYLE","1","3","","","","","","","","","",""
"774","Western Mich.","10/27/12","40","LARK","KYLE","0","6","","","","","","","","","",""
"774","Western Mich.","11/03/12","40","LARK","KYLE","2","2","","","","","","","","","",""
"774","Western Mich.","11/10/12","40","LARK","KYLE","4","2","","","","","","","","","",""
"774","Western Mich.","11/17/12","40","LARK","KYLE","3","2","","","","","","","","","",""
"774","Western Mich.","09/01/12","36","LEGRIER","DEAUNTAY","1","3","","","","","","","","","",""
"774","Western Mich.","09/08/12","36","LEGRIER","DEAUNTAY","3","2","2","1","17","2","0","16","","","",""
"774","Western Mich.","09/15/12","36","LEGRIER","DEAUNTAY","0","1","0","1","4","0","1","4","","","",""
"774","Western Mich.","09/22/12","36","LEGRIER","DEAUNTAY","1","0","","","","","","","","","2",""
"774","Western Mich.","09/29/12","36","LEGRIER","DEAUNTAY","1","3","","","","","","","","","",""
"774","Western Mich.","10/06/12","36","LEGRIER","DEAUNTAY","1","0","1","0","3","1","0","3","","1","1",""
"774","Western Mich.","10/13/12","36","LEGRIER","DEAUNTAY","4","4","","","","","","","","","1",""
"774","Western Mich.","10/20/12","36","LEGRIER","DEAUNTAY","2","1","","","","","","","","","",""
"774","Western Mich.","10/27/12","36","LEGRIER","DEAUNTAY","1","1","","","","","","","","","",""
"774","Western Mich.","11/03/12","36","LEGRIER","DEAUNTAY","1","1","1","0","6","1","0","6","","","",""
"774","Western Mich.","11/10/12","36","LEGRIER","DEAUNTAY","3","0","1","0","2","","","","","","",""
"774","Western Mich.","11/17/12","36","LEGRIER","DEAUNTAY","2","1","0","1","2","","","","","","",""
"774","Western Mich.","10/06/12","98","MCKINNEY","JARRELL","0","1","","","","","","","","","",""
"774","Western Mich.","11/10/12","98","MCKINNEY","JARRELL","2","0","","","","","","","","","",""
"774","Western Mich.","10/27/12","86","MONETTE","ERIC","0","1","","","","","","","","","",""
"774","Western Mich.","11/10/12","86","MONETTE","ERIC","1","0","","","","","","","","","",""
"774","Western Mich.","10/06/12","68","O'NEILL","DANN","1","0","","","","","","","","","",""
"774","Western Mich.","09/22/12","2","PETTWAY","DEMETRIUS","3","0","","","","","","","","","",""
"774","Western Mich.","09/29/12","2","PETTWAY","DEMETRIUS","1","1","","","","","","","","","",""
"774","Western Mich.","10/06/12","2","PETTWAY","DEMETRIUS","0","1","","","","","","","","","",""
"774","Western Mich.","11/17/12","2","PETTWAY","DEMETRIUS","0","1","","","","","","","","","",""
"774","Western Mich.","10/13/12","38","PROM","CHRIS","0","1","","","","","","","","","",""
"774","Western Mich.","10/20/12","38","PROM","CHRIS","0","2","","","","","","","","","",""
"774","Western Mich.","10/27/12","38","PROM","CHRIS","0","2","","","","","","","","","",""
"774","Western Mich.","11/03/12","38","PROM","CHRIS","1","1","","","","","","","","","",""
