Year,Team,Player,Targets,Catches,Yards,CatchRate,YdsPerTarget,Target %,YdsPerCatch,Standard Targets,Standard Catches,Standard Yards,Standard CatchRate,Standard YdsPerTarget,Standard Target %,Standard YdsPerCatch,Passing Targets,Passing Catches,Passing Yards,Passing CatchRate,Passing YdsPerTarget,Passing Target %,Passing YdsPerCatch
2011,UNLV,Devante Davis,13,4,42,30.8%,3.2,5.3%,10.5,7,2,26,28.6%,3.7,5.4%,13.0,6,2,16,33.3%,2.7,5.1%,8.0
2009,Washington,Jordan Polk,13,5,42,38.5%,3.2,3.5%,8.4,8,2,15,25.0%,1.9,3.7%,7.5,5,3,27,60.0%,5.4,3.1%,9.0
2008,Georgia Tech,Correy Earls,13,4,41,30.8%,3.2,9.2%,10.3,8,2,14,25.0%,1.8,11.4%,7.0,5,2,27,40.0%,5.4,6.9%,13.5
2005,Mississippi State,Lance Long,13,7,41,53.8%,3.2,4.6%,5.9,8,7,41,87.5%,5.1,6.2%,5.9,5,0,0,0.0%,0.0,3.3%,0.0
2005,Pittsburgh,LaRod Stephens,13,9,41,69.2%,3.2,4.0%,4.6,6,5,30,83.3%,5.0,3.1%,6.0,7,4,11,57.1%,1.6,5.1%,2.8
2006,Rice,Toren Dixon,13,5,40,38.5%,3.1,3.2%,8.0,6,4,29,66.7%,4.8,2.7%,7.3,7,1,11,14.3%,1.6,3.9%,11.0
2009,Tulane,Ryan Grant,13,9,39,69.2%,3.0,3.7%,4.3,4,3,20,75.0%,5.0,2.1%,6.7,9,6,19,66.7%,2.1,5.7%,3.2
2010,Bowling Green,Nick Rieke,13,6,37,46.2%,2.8,3.1%,6.2,6,3,12,50.0%,2.0,2.5%,4.0,7,3,25,42.9%,3.6,3.9%,8.3
2007,UL-Lafayette,Marlin Miller,13,7,36,53.8%,2.8,4.7%,5.1,8,4,15,50.0%,1.9,5.1%,3.8,5,3,21,60.0%,4.2,4.1%,7.0
2007,UL-Lafayette,Louis Lee,13,5,35,38.5%,2.7,4.7%,7.0,3,2,14,66.7%,4.7,1.9%,7.0,10,3,21,30.0%,2.1,8.2%,7.0
2011,South Florida,Stephen Bravo-Brown,13,4,34,30.8%,2.6,3.2%,8.5,10,3,25,30.0%,2.5,4.0%,8.3,3,1,9,33.3%,3.0,1.9%,9.0
2007,Idaho,Eric Greenwood,13,3,32,23.1%,2.5,3.8%,10.7,7,1,7,14.3%,1.0,4.1%,7.0,6,2,25,33.3%,4.2,3.4%,12.5
2010,Toledo,Bernard Reedy,13,5,32,38.5%,2.5,3.7%,6.4,6,2,22,33.3%,3.7,3.1%,11.0,7,3,10,42.9%,1.4,4.5%,3.3
2011,Penn State,Michael Zordich,13,5,31,38.5%,2.4,3.7%,6.2,12,5,31,41.7%,2.6,6.1%,6.2,1,0,0,0.0%,0.0,0.7%,0.0
2005,Army,Josh Dobbie,13,4,30,30.8%,2.3,4.7%,7.5,8,3,24,37.5%,3.0,5.8%,8.0,5,1,6,20.0%,1.2,3.6%,6.0
2011,Washington,Michael Hartvigson,13,8,30,61.5%,2.3,3.4%,3.8,10,7,30,70.0%,3.0,4.3%,4.3,3,1,0,33.3%,0.0,2.0%,0.0
2006,Washington State,Derrell Hutsona,13,7,30,53.8%,2.3,3.2%,4.3,4,2,23,50.0%,5.8,1.6%,11.5,9,5,7,55.6%,0.8,5.5%,1.4
2007,Iowa State,Jason Scales,13,10,28,76.9%,2.2,3.4%,2.8,6,4,14,66.7%,2.3,2.9%,3.5,7,6,14,85.7%,2.0,4.0%,2.3
2007,Virginia Tech,Carlton Weatherford,13,7,28,53.8%,2.2,3.7%,4.0,8,5,21,62.5%,2.6,4.4%,4.2,5,2,7,40.0%,1.4,2.9%,3.5
2011,Penn State,Stephfon Green,13,11,27,84.6%,2.1,3.7%,2.5,6,6,18,100.0%,3.0,3.1%,3.0,7,5,9,71.4%,1.3,4.6%,1.8
2011,Navy,Alexander Teich,13,8,25,61.5%,1.9,10.8%,3.1,4,2,0,50.0%,0.0,6.3%,0.0,9,6,25,66.7%,2.8,16.1%,4.2
2005,Akron,Joe McDaniel,13,4,24,30.8%,1.8,2.6%,6.0,7,2,17,28.6%,2.4,2.6%,8.5,6,2,7,33.3%,1.2,2.5%,3.5
2008,Idaho,Steve Brown,13,2,24,15.4%,1.8,3.7%,12.0,7,2,24,28.6%,3.4,3.5%,12.0,6,0,0,0.0%,0.0,4.0%,0.0
2005,Buffalo,DeSean Larmond,13,3,21,23.1%,1.6,4.3%,7.0,6,1,8,16.7%,1.3,3.8%,8.0,7,2,13,28.6%,1.9,4.8%,6.5
2009,North Carolina,Dwight Jones,13,5,21,38.5%,1.6,3.9%,4.2,5,1,-1,20.0%,-0.2,3.0%,-1.0,8,4,22,50.0%,2.8,4.8%,5.5
2006,Mississippi State,Keon Humphries,13,2,17,15.4%,1.3,4.1%,8.5,7,1,14,14.3%,2.0,4.9%,14.0,6,1,3,16.7%,0.5,3.4%,3.0
2008,Kentucky,Matt Roark,13,1,16,7.7%,1.2,3.3%,16.0,9,1,16,11.1%,1.8,4.1%,16.0,4,0,0,0.0%,0.0,2.3%,0.0
2006,Rutgers,Tim Brown,12,8,202,66.7%,16.8,4.3%,25.3,8,6,175,75.0%,21.9,5.5%,29.2,4,2,27,50.0%,6.8,2.9%,13.5
2011,South Carolina,Rory Anderson,12,8,188,66.7%,15.7,4.1%,23.5,7,5,121,71.4%,17.3,4.1%,24.2,5,3,67,60.0%,13.4,4.0%,22.3
2008,Ohio,Steven Goulet,12,10,178,83.3%,14.8,3.8%,17.8,7,6,93,85.7%,13.3,3.8%,15.5,5,4,85,80.0%,17.0,3.7%,21.3
2010,Houston,E.J. Smith,12,9,175,75.0%,14.6,2.6%,19.4,5,5,109,100.0%,21.8,1.9%,21.8,7,4,66,57.1%,9.4,3.7%,16.5
2007,Eastern Michigan,Tyrone Burke,12,9,169,75.0%,14.1,3.6%,18.8,10,7,140,70.0%,14.0,5.5%,20.0,2,2,29,100.0%,14.5,1.4%,14.5
2011,Army,Malcolm Brown,12,7,163,58.3%,13.6,13.5%,23.3,4,2,68,50.0%,17.0,8.2%,34.0,8,5,95,62.5%,11.9,20.0%,19.0
2011,Boston College,Ifeanyi Momah,12,8,157,66.7%,13.1,4.2%,19.6,5,4,106,80.0%,21.2,3.6%,26.5,7,4,51,57.1%,7.3,4.8%,12.8
2006,Louisville,Jimmy Riley,12,10,145,83.3%,12.1,3.3%,14.5,3,2,12,66.7%,4.0,1.3%,6.0,9,8,133,88.9%,14.8,6.7%,16.6
2007,Ohio,Matt Donahue,12,6,145,50.0%,12.1,4.4%,24.2,9,5,136,55.6%,15.1,7.3%,27.2,3,1,9,33.3%,3.0,2.1%,9.0
2011,Georgia Tech,Embry Peeples,12,6,143,50.0%,11.9,8.3%,23.8,4,2,79,50.0%,19.8,5.9%,39.5,8,4,64,50.0%,8.0,10.4%,16.0
2008,Wisconsin,Lance Kendricks,12,6,141,50.0%,11.8,3.9%,23.5,9,4,81,44.4%,9.0,5.7%,20.3,3,2,60,66.7%,20.0,2.0%,30.0
2006,Idaho,Lee Smith,12,7,139,58.3%,11.6,3.7%,19.9,9,5,97,55.6%,10.8,5.3%,19.4,3,2,42,66.7%,14.0,2.0%,21.0
2011,Arizona,Terrence Miller,12,11,136,91.7%,11.3,2.2%,12.4,9,8,106,88.9%,11.8,2.6%,13.3,3,3,30,100.0%,10.0,1.5%,10.0
2007,Florida,Aaron Hernandez,12,8,136,66.7%,11.3,3.5%,17.0,11,7,130,63.6%,11.8,5.3%,18.6,1,1,6,100.0%,6.0,0.8%,6.0
2009,Florida State,Lonnie Pryor,12,10,132,83.3%,11.0,2.9%,13.2,10,8,111,80.0%,11.1,3.7%,13.9,2,2,21,100.0%,10.5,1.3%,10.5
2005,Washington State,Greg Prator,12,7,132,58.3%,11.0,3.3%,18.9,5,2,26,40.0%,5.2,2.3%,13.0,7,5,106,71.4%,15.1,4.9%,21.2
2011,Alabama,Eddie Lacy,12,11,131,91.7%,10.9,3.3%,11.9,7,7,65,100.0%,9.3,2.9%,9.3,5,4,66,80.0%,13.2,3.9%,16.5
2008,Idaho,Daniel Hardy,12,9,128,75.0%,10.7,3.4%,14.2,9,6,117,66.7%,13.0,4.5%,19.5,3,3,11,100.0%,3.7,2.0%,3.7
2009,Illinois,Jason Ford,12,11,128,91.7%,10.7,4.3%,11.6,2,2,34,100.0%,17.0,1.3%,17.0,10,9,94,90.0%,9.4,8.5%,10.4
2008,Memphis,Delmon Robinson,12,12,123,100.0%,10.3,2.9%,10.3,5,5,51,100.0%,10.2,2.3%,10.2,7,7,72,100.0%,10.3,3.5%,10.3
2005,Oregon State,Kevin Swanigan,12,8,120,66.7%,10.0,2.8%,15.0,8,4,83,50.0%,10.4,3.2%,20.8,4,4,37,100.0%,9.3,2.3%,9.3
2007,Colorado State,Kory Sperry,12,10,119,83.3%,9.9,4.1%,11.9,10,8,101,80.0%,10.1,6.5%,12.6,2,2,18,100.0%,9.0,1.5%,9.0
2007,Middle Tennessee,Phillip Tanner,12,6,119,50.0%,9.9,3.9%,19.8,3,2,40,66.7%,13.3,1.9%,20.0,9,4,79,44.4%,8.8,6.0%,19.8
2009,Syracuse,Delone Carter,12,11,117,91.7%,9.8,3.7%,10.6,5,5,45,100.0%,9.0,2.6%,9.0,7,6,72,85.7%,10.3,5.3%,12.0
2005,Tulsa,Cauvey Jackson,12,11,117,91.7%,9.8,3.1%,10.6,5,4,66,80.0%,13.2,2.3%,16.5,7,7,51,100.0%,7.3,4.0%,7.3
2009,Wyoming,David Tooley,12,7,115,58.3%,9.6,3.1%,16.4,4,1,8,25.0%,2.0,1.9%,8.0,8,6,107,75.0%,13.4,4.3%,17.8
2005,Miami-OH,Patrick O'Bryan,12,9,114,75.0%,9.5,2.9%,12.7,8,5,62,62.5%,7.8,3.2%,12.4,4,4,52,100.0%,13.0,2.3%,13.0
2005,Tulsa,Monroe Nichols,12,10,114,83.3%,9.5,3.1%,11.4,5,5,57,100.0%,11.4,2.3%,11.4,7,5,57,71.4%,8.1,4.0%,11.4
2011,Colorado State,Jake Levin,12,9,110,75.0%,9.2,3.7%,12.2,7,5,59,71.4%,8.4,3.7%,11.8,5,4,51,80.0%,10.2,3.7%,12.8
2010,Ohio,Vince Davidson,12,8,110,66.7%,9.2,5.0%,13.8,9,7,100,77.8%,11.1,6.7%,14.3,3,1,10,33.3%,3.3,2.8%,10.0
2006,Hawaii,Reagan Mauia,12,10,109,83.3%,9.1,2.0%,10.9,7,5,43,71.4%,6.1,1.6%,8.6,5,5,66,100.0%,13.2,3.0%,13.2
2008,Nebraska,Quentin Castille,12,9,109,75.0%,9.1,2.9%,12.1,7,5,60,71.4%,8.6,2.9%,12.0,5,4,49,80.0%,9.8,2.9%,12.3
2011,Tulane,Stephen Suchy,12,6,109,50.0%,9.1,2.7%,18.2,8,4,71,50.0%,8.9,3.2%,17.8,4,2,38,50.0%,9.5,2.1%,19.0
2010,Louisiana Tech,David Gru,12,9,108,75.0%,9.0,3.0%,12.0,4,3,21,75.0%,5.3,1.8%,7.0,8,6,87,75.0%,10.9,4.6%,14.5
2009,Pittsburgh,Nate Byham,12,10,108,83.3%,9.0,3.7%,10.8,9,7,74,77.8%,8.2,4.9%,10.6,3,3,34,100.0%,11.3,2.1%,11.3
2008,Syracuse,Doug Hogue,12,11,108,91.7%,9.0,4.4%,9.8,1,1,8,100.0%,8.0,0.7%,8.0,11,10,100,90.9%,9.1,8.7%,10.0
2011,Duke,Braxton Deaver,12,8,107,66.7%,8.9,2.5%,13.4,7,3,48,42.9%,6.9,2.6%,16.0,5,5,59,100.0%,11.8,2.4%,11.8
2011,Boise State,Chris Potter,12,11,105,91.7%,8.8,2.6%,9.5,6,6,48,100.0%,8.0,2.1%,8.0,6,5,57,83.3%,9.5,3.4%,11.4
2008,New Mexico,Chris Mark,12,8,105,66.7%,8.8,4.6%,13.1,7,5,61,71.4%,8.7,5.1%,12.2,5,3,44,60.0%,8.8,4.0%,14.7
2005,LSU,Keith Zinger,12,7,104,58.3%,8.7,3.5%,14.9,8,5,74,62.5%,9.3,4.1%,14.8,4,2,30,50.0%,7.5,2.7%,15.0
2005,Oklahoma,Kejuan Jones,12,10,103,83.3%,8.6,3.9%,10.3,5,5,59,100.0%,11.8,3.3%,11.8,7,5,44,71.4%,6.3,4.5%,8.8
2008,Wake Forest,Kevin Harris,12,9,103,75.0%,8.6,3.4%,11.4,7,4,35,57.1%,5.0,3.4%,8.8,5,5,68,100.0%,13.6,3.4%,13.6
2010,Wyoming,Travis Burkhalter,12,6,103,50.0%,8.6,4.3%,17.2,7,4,82,57.1%,11.7,4.9%,20.5,5,2,21,40.0%,4.2,3.8%,10.5
2010,Indiana,Darius Willis,12,11,102,91.7%,8.5,2.4%,9.3,6,5,41,83.3%,6.8,2.2%,8.2,6,6,61,100.0%,10.2,2.7%,10.2
2011,Oregon,Daryle Hawkins,12,5,102,41.7%,8.5,3.2%,20.4,7,2,76,28.6%,10.9,3.0%,38.0,5,3,26,60.0%,5.2,3.6%,8.7
2007,UL-Lafayette,Abdule Levier,12,10,102,83.3%,8.5,4.3%,10.2,8,7,93,87.5%,11.6,5.1%,13.3,4,3,9,75.0%,2.3,3.3%,3.0
2008,Alabama,Roy Upchurch,12,9,101,75.0%,8.4,3.8%,11.2,7,5,59,71.4%,8.4,3.8%,11.8,5,4,42,80.0%,8.4,3.6%,10.5
2006,Temple,Jason Harper,12,9,99,75.0%,8.3,4.2%,11.0,6,4,69,66.7%,11.5,4.2%,17.3,6,5,30,83.3%,5.0,4.2%,6.0
2010,Georgia Tech,Kevin Cone,12,6,98,50.0%,8.2,7.6%,16.3,2,1,9,50.0%,4.5,2.6%,9.0,10,5,89,50.0%,8.9,12.7%,17.8
2009,Hawaii,Alex Green,12,11,98,91.7%,8.2,2.2%,8.9,10,9,73,90.0%,7.3,2.9%,8.1,2,2,25,100.0%,12.5,1.0%,12.5
2009,Penn State,Curtis Drake,12,8,98,66.7%,8.2,3.2%,12.3,10,7,87,70.0%,8.7,4.1%,12.4,2,1,11,50.0%,5.5,1.5%,11.0
2010,Michigan State,Le'Veon Bell,12,11,97,91.7%,8.1,3.7%,8.8,4,3,15,75.0%,3.8,2.2%,5.0,8,8,82,100.0%,10.3,5.6%,10.3
2011,LSU,Chase Clement,12,7,96,58.3%,8.0,4.3%,13.7,7,4,66,57.1%,9.4,4.4%,16.5,5,3,30,60.0%,6.0,4.2%,10.0
2011,Stanford,Drew Terrell,12,8,96,66.7%,8.0,3.0%,12.0,8,7,89,87.5%,11.1,3.0%,12.7,4,1,7,25.0%,1.8,3.0%,7.0
2008,Western Michigan,Aaron Winchester,12,9,96,75.0%,8.0,2.3%,10.7,8,7,36,87.5%,4.5,2.4%,5.1,4,2,60,50.0%,15.0,2.1%,30.0
2005,Iowa,Ryan Majerus,12,10,95,83.3%,7.9,3.2%,9.5,9,8,89,88.9%,9.9,3.8%,11.1,3,2,6,66.7%,2.0,2.1%,3.0
2008,Texas,Blaine Irby,12,10,95,83.3%,7.9,2.8%,9.5,8,7,82,87.5%,10.3,2.8%,11.7,4,3,13,75.0%,3.3,2.7%,4.3
2009,Arizona State,T.J. Simpson,12,5,94,41.7%,7.8,3.0%,18.8,8,3,82,37.5%,10.3,3.9%,27.3,4,2,12,50.0%,3.0,2.1%,6.0
2008,Stanford,Delano Howell,12,9,94,75.0%,7.8,4.6%,10.4,6,4,24,66.7%,4.0,3.9%,6.0,6,5,70,83.3%,11.7,5.7%,14.0
2010,Northern Illinois,Jason Schepler,12,8,93,66.7%,7.8,3.8%,11.6,9,6,77,66.7%,8.6,5.2%,12.8,3,2,16,66.7%,5.3,2.1%,8.0
2007,Rice,John Welch,12,10,93,83.3%,7.8,2.4%,9.3,7,6,55,85.7%,7.9,2.2%,9.2,5,4,38,80.0%,7.6,2.8%,9.5
2008,Navy,Shun White,12,4,92,33.3%,7.7,14.8%,23.0,7,3,74,42.9%,10.6,16.7%,24.7,5,1,18,20.0%,3.6,12.8%,18.0
2006,San Diego State,Brandon Bornes,12,7,92,58.3%,7.7,4.5%,13.1,7,3,44,42.9%,6.3,5.1%,14.7,5,4,48,80.0%,9.6,3.9%,12.0
2006,Arkansas State,Brandon Thompkins,12,8,89,66.7%,7.4,4.5%,11.1,7,5,71,71.4%,10.1,4.8%,14.2,5,3,18,60.0%,3.6,4.1%,6.0
2011,Florida International,Colt Anderson,12,7,89,58.3%,7.4,3.3%,12.7,10,6,78,60.0%,7.8,4.9%,13.0,2,1,11,50.0%,5.5,1.2%,11.0
2011,Illinois,Evan Wilson,12,9,89,75.0%,7.4,3.5%,9.9,7,7,72,100.0%,10.3,3.4%,10.3,5,2,17,40.0%,3.4,3.7%,8.5
2007,Oklahoma,Chris Brown,12,10,88,83.3%,7.3,3.2%,8.8,7,6,65,85.7%,9.3,3.2%,10.8,5,4,23,80.0%,4.6,3.2%,5.8
2010,Syracuse,Aaron Weaver,12,6,88,50.0%,7.3,3.8%,14.7,6,3,20,50.0%,3.3,3.3%,6.7,6,3,68,50.0%,11.3,4.6%,22.7
2007,Baylor,Mikail Baker,12,6,87,50.0%,7.3,2.3%,14.5,6,3,53,50.0%,8.8,1.9%,17.7,6,3,34,50.0%,5.7,2.9%,11.3
2007,New Mexico State,Jeremiah Williams,12,8,87,66.7%,7.3,1.9%,10.9,6,5,25,83.3%,4.2,1.5%,5.0,6,3,62,50.0%,10.3,2.7%,20.7
2009,North Texas,Cam Montgomery,12,11,87,91.7%,7.3,3.1%,7.9,4,3,22,75.0%,5.5,1.6%,7.3,8,8,65,100.0%,8.1,5.6%,8.1
2009,USC,Blake Ayles,12,7,87,58.3%,7.3,5.1%,12.4,2,1,23,50.0%,11.5,1.4%,23.0,10,6,64,60.0%,6.4,10.3%,10.7
2010,Navy,Alexander Teich,12,7,86,58.3%,7.2,8.7%,12.3,3,1,2,33.3%,0.7,4.8%,2.0,9,6,84,66.7%,9.3,12.0%,14.0
2005,North Carolina,Justin Phillips,12,6,86,50.0%,7.2,3.6%,14.3,10,5,69,50.0%,6.9,6.2%,13.8,2,1,17,50.0%,8.5,1.2%,17.0
2006,San Jose State,Yonus Davis,12,7,86,58.3%,7.2,4.4%,12.3,8,5,58,62.5%,7.3,4.9%,11.6,4,2,28,50.0%,7.0,3.7%,14.0
2009,Tulsa,Jamad Williams,12,11,86,91.7%,7.2,3.3%,7.8,8,7,64,87.5%,8.0,3.8%,9.1,4,4,22,100.0%,5.5,2.7%,5.5
2008,UL-Lafayette,Luke Aubrey,12,6,86,50.0%,7.2,4.5%,14.3,5,2,11,40.0%,2.2,3.5%,5.5,7,4,75,57.1%,10.7,5.6%,18.8
2006,Army,Corey Anderson,12,8,85,66.7%,7.1,4.7%,10.6,8,7,68,87.5%,8.5,5.8%,9.7,4,1,17,25.0%,4.3,3.3%,17.0
2006,Colorado,Hugh Charles,12,9,85,75.0%,7.1,5.2%,9.4,5,3,37,60.0%,7.4,3.8%,12.3,7,6,48,85.7%,6.9,7.1%,8.0
2007,Louisville,Sergio Spencer,12,7,85,58.3%,7.1,2.6%,12.1,8,5,29,62.5%,3.6,3.0%,5.8,4,2,56,50.0%,14.0,2.1%,28.0
2005,Texas Tech,Shannon Woods,12,9,85,75.0%,7.1,2.2%,9.4,8,5,74,62.5%,9.3,2.1%,14.8,4,4,11,100.0%,2.8,2.2%,2.8
2005,Clemson,Kelvin Grant,12,10,84,83.3%,7.0,3.3%,8.4,7,6,48,85.7%,6.9,3.5%,8.0,5,4,36,80.0%,7.2,3.0%,9.0
2009,NC State,Taylor Gentry,12,10,83,83.3%,6.9,3.1%,8.3,4,4,32,100.0%,8.0,1.9%,8.0,8,6,51,75.0%,6.4,4.8%,8.5
2009,Oklahoma State,Kendall Hunter,12,11,83,91.7%,6.9,3.9%,7.5,7,6,57,85.7%,8.1,4.1%,9.5,5,5,26,100.0%,5.2,3.6%,5.2
2011,UTEP,Eric Tomlinson,12,6,83,50.0%,6.9,3.2%,13.8,7,1,3,14.3%,0.4,3.1%,3.0,5,5,80,100.0%,16.0,3.2%,16.0
2011,LSU,Kadron Boone,12,7,82,58.3%,6.8,4.3%,11.7,5,5,57,100.0%,11.4,3.1%,11.4,7,2,25,28.6%,3.6,5.9%,12.5
2005,Marshall,Matt Morris,12,6,81,50.0%,6.8,3.1%,13.5,11,5,65,45.5%,5.9,5.1%,13.0,1,1,16,100.0%,16.0,0.6%,16.0
2006,Florida International,Elliott Dix,12,8,80,66.7%,6.7,3.2%,10.0,7,4,29,57.1%,4.1,3.5%,7.3,5,4,51,80.0%,10.2,2.8%,12.8
2011,Miami-FL,Mike James,12,9,80,75.0%,6.7,3.8%,8.9,8,5,51,62.5%,6.4,4.0%,10.2,4,4,29,100.0%,7.3,3.4%,7.3
2005,Texas Tech,Eric Morris,12,10,80,83.3%,6.7,2.2%,8.0,10,10,80,100.0%,8.0,2.7%,8.0,2,0,0,0.0%,0.0,1.1%,0.0
2005,Eastern Michigan,Christopher Graham,12,8,79,66.7%,6.6,3.0%,9.9,5,2,29,40.0%,5.8,2.3%,14.5,7,6,50,85.7%,7.1,3.8%,8.3
2009,Maryland,Kerry Boykins,12,6,79,50.0%,6.6,3.3%,13.2,7,4,45,57.1%,6.4,3.4%,11.3,5,2,34,40.0%,6.8,3.2%,17.0
2011,UL-Monroe,Mitchell Bailey,12,7,79,58.3%,6.6,2.7%,11.3,6,4,57,66.7%,9.5,2.3%,14.3,6,3,22,50.0%,3.7,3.3%,7.3
2005,Georgia,Mario Raley,12,6,78,50.0%,6.5,3.5%,13.0,5,3,24,60.0%,4.8,2.6%,8.0,7,3,54,42.9%,7.7,4.7%,18.0
2011,UL-Lafayette,Jamal Robinson,12,7,77,58.3%,6.4,2.9%,11.0,5,3,46,60.0%,9.2,2.1%,15.3,7,4,31,57.1%,4.4,4.0%,7.8
2005,Cincinnati,Butler Benton,12,7,76,58.3%,6.3,3.7%,10.9,7,5,30,71.4%,4.3,3.5%,6.0,5,2,46,40.0%,9.2,4.0%,23.0
2007,Clemson,Brian Linthicum,12,11,76,91.7%,6.3,2.7%,6.9,7,7,55,100.0%,7.9,3.0%,7.9,5,4,21,80.0%,4.2,2.4%,5.3
2006,Memphis,Greg Hinds,12,9,76,75.0%,6.3,3.1%,8.4,8,6,50,75.0%,6.3,3.5%,8.3,4,3,26,75.0%,6.5,2.6%,8.7
2007,Temple,Steve Maneri,12,6,76,50.0%,6.3,3.5%,12.7,5,4,62,80.0%,12.4,3.0%,15.5,7,2,14,28.6%,2.0,4.0%,7.0
2009,Boise State,Richie Brockel,12,8,75,66.7%,6.3,2.7%,9.4,12,8,75,66.7%,6.3,4.5%,9.4,0,0,0,0.0%,0.0,0.0%,0.0
2009,Kentucky,T.C. Drake,12,7,75,58.3%,6.3,3.9%,10.7,7,5,53,71.4%,7.6,4.3%,10.6,5,2,22,40.0%,4.4,3.4%,11.0
2010,Oregon State,Darrell Catchings,12,5,75,41.7%,6.3,3.4%,15.0,5,3,42,60.0%,8.4,2.6%,14.0,7,2,33,28.6%,4.7,4.3%,16.5
2005,Troy,Martin Teal,12,6,75,50.0%,6.3,4.5%,12.5,4,1,20,25.0%,5.0,2.7%,20.0,8,5,55,62.5%,6.9,6.7%,11.0
2010,Virginia,Max Milien,12,8,75,66.7%,6.3,2.9%,9.4,9,5,37,55.6%,4.1,3.8%,7.4,3,3,38,100.0%,12.7,1.7%,12.7
2009,Virginia Tech,Greg Boone,12,7,75,58.3%,6.3,5.2%,10.7,5,3,22,60.0%,4.4,4.4%,7.3,7,4,53,57.1%,7.6,6.0%,13.3
2011,UCLA,Johnathan Franklin,12,9,74,75.0%,6.2,3.8%,8.2,5,4,36,80.0%,7.2,2.8%,9.0,7,5,38,71.4%,5.4,5.1%,7.6
2011,Utah State,D.J. Tialavea,12,7,74,58.3%,6.2,4.4%,10.6,9,6,66,66.7%,7.3,6.0%,11.0,3,1,8,33.3%,2.7,2.4%,8.0
2008,Arizona,Juron Criner,12,5,73,41.7%,6.1,3.0%,14.6,6,3,35,50.0%,5.8,2.6%,11.7,6,2,38,33.3%,6.3,3.7%,19.0
2010,Ball State,David Schneider,12,5,73,41.7%,6.1,4.2%,14.6,9,5,73,55.6%,8.1,5.7%,14.6,3,0,0,0.0%,0.0,2.3%,0.0
2011,Miami-OH,Tyrone Jones,12,8,73,66.7%,6.1,2.9%,9.1,7,5,42,71.4%,6.0,2.9%,8.4,5,3,31,60.0%,6.2,2.8%,10.3
2006,East Carolina,Brandon Fractious,12,9,72,75.0%,6.0,3.0%,8.0,6,4,35,66.7%,5.8,2.9%,8.8,6,5,37,83.3%,6.2,3.0%,7.4
2006,Nevada,Arthur King,12,7,72,58.3%,6.0,3.8%,10.3,4,4,46,100.0%,11.5,2.3%,11.5,8,3,26,37.5%,3.3,5.8%,8.7
2008,Northern Illinois,Kyle Skarb,12,8,72,66.7%,6.0,4.2%,9.0,7,6,54,85.7%,7.7,4.8%,9.0,5,2,18,40.0%,3.6,3.6%,9.0
2007,South Florida,Jamar Taylor,12,8,72,66.7%,6.0,3.1%,9.0,5,3,47,60.0%,9.4,2.5%,15.7,7,5,25,71.4%,3.6,3.6%,5.0
2005,Texas Tech,Brandon Douglas,12,6,72,50.0%,6.0,2.2%,12.0,9,4,27,44.4%,3.0,2.4%,6.8,3,2,45,66.7%,15.0,1.6%,22.5
2008,UTEP,Pierce Hunter,12,5,72,41.7%,6.0,2.8%,14.4,7,3,34,42.9%,4.9,2.7%,11.3,5,2,38,40.0%,7.6,2.9%,19.0
2010,Virginia,Raynard Horne,12,9,72,75.0%,6.0,2.9%,8.0,7,5,44,71.4%,6.3,3.0%,8.8,5,4,28,80.0%,5.6,2.9%,7.0
2005,Hawaii,David Farmer,12,11,71,91.7%,5.9,2.2%,6.5,8,8,57,100.0%,7.1,2.1%,7.1,4,3,14,75.0%,3.5,2.3%,4.7
2005,Houston,Harold Taylor,12,8,71,66.7%,5.9,3.0%,8.9,5,4,25,80.0%,5.0,2.4%,6.3,7,4,46,57.1%,6.6,3.7%,11.5
2009,UL-Monroe,Anthony McCall,12,7,71,58.3%,5.9,4.0%,10.1,6,5,49,83.3%,8.2,3.9%,9.8,6,2,22,33.3%,3.7,4.1%,11.0
2006,Arizona State,Keegan Herring,12,8,70,66.7%,5.8,3.8%,8.8,7,3,33,42.9%,4.7,4.3%,11.0,5,5,37,100.0%,7.4,3.3%,7.4
2008,BYU,Reed White,12,7,70,58.3%,5.8,2.6%,10.0,6,5,33,83.3%,5.5,1.9%,6.6,6,2,37,33.3%,6.2,4.0%,18.5
2007,San Jose State,Jeff Clark,12,8,70,66.7%,5.8,2.9%,8.8,6,5,46,83.3%,7.7,2.4%,9.2,6,3,24,50.0%,4.0,3.5%,8.0
2006,Arkansas,Cedric Washington,12,6,69,50.0%,5.8,4.3%,11.5,4,1,8,25.0%,2.0,3.1%,8.0,8,5,61,62.5%,7.6,5.3%,12.2
2010,Baylor,Jerod Monk,12,8,69,66.7%,5.8,2.6%,8.6,7,6,50,85.7%,7.1,2.6%,8.3,5,2,19,40.0%,3.8,2.6%,9.5
2011,Colorado,DaVaughn Thornton,12,6,69,50.0%,5.8,2.9%,11.5,4,3,60,75.0%,15.0,1.9%,20.0,8,3,9,37.5%,1.1,3.9%,3.0
2008,North Carolina,Zack Pianalto,12,7,69,58.3%,5.8,4.1%,9.9,4,2,34,50.0%,8.5,2.7%,17.0,8,5,35,62.5%,4.4,5.7%,7.0
2006,Ole Miss,Robert Hough,12,8,69,66.7%,5.8,4.7%,8.6,9,5,59,55.6%,6.6,6.6%,11.8,3,3,10,100.0%,3.3,2.5%,3.3
